Key     A_9     A_11     A_13     B_9     B_11     B_12     B_13     C_8     C_9     C_11     C_12     C_13     CD_9     D_6     D_7     D_8     D_9     D_10     D_11     D_12     E_5     E_6     E_7     E_8     E_9     E_10     F_5     F_6     F_7     F_8     F_9     F_10     FG_5     FG_6     G_5     G_6     G_7     H_01     H_1     H_2     H_3     H_4     H_5     H_6     H_7     H_8     H_9     H_10     H_11     H_12     H_13     H_14     H_15     H_16     H_17     H_18     J_6     J_7     J_8     JS_01     JS_1     JS_2     JS_3     JS_4     JS_5     JS_6     JS_7     JS_8     JS_9     JS_10     JS_11     JS_12     JS_13     JS_14     JS_15     JS_16     JS_17     JS_18     K_5     K_6     K_7     K_8     M_5     M_6     M_7     M_8     N_5     N_6     N_7     N_8     N_9     N_10     P_5     P_6     P_7     P_8     P_9     R_6     R_7     R_8     S_6     S_7     T_6     T_7     U_7     U_8     Z_8     a_9     a_11     a_13     b_9     b_11     b_12     b_13     c_8     c_9     c_11     c_12     cd_9     d_6     d_7     d_8     d_9     d_10     d_11     d_12     e_5     e_6     e_7     e_8     e_9     f_4     f_5     f_6     f_7     f_8     f_9     fg_4     fg_5     fg_6     g_4     g_5     g_6     g_7     g_8     h_01     h_1     h_2     h_3     h_4     h_5     h_6     h_7     h_8     h_9     h_10     h_11     h_12     h_13     h_14     h_15     h_16     h_17     h_18     j_5     j_6     j_7     js_01     js_1     js_2     js_3     js_4     js_5     js_6     js_7     js_8     js_9     js_10     js_11     js_12     js_13     js_14     js_15     js_16     js_17     js_18     k_4     k_5     k_6     k_7     m_4     m_5     m_6     m_7     n_4     n_5     n_6     n_7     p_4     p_5     p_6     p_7     r_5     r_6     r_7     s_5     s_6     s_7     s_8     t_5     t_6     t_7     u_5     u_6     u_7     u_8     v_6     v_7     x_6     x_7     x_8     x_9     z_6     z_7     z_8     z_9     za_8     zc_8     zd_8
Basic size(mm)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
80~100     0.467     0.6     0.92     0.307     0.44     0.57     0.76     0.224     0.257     0.39     0.52     0.71     0.087     0.142     0.155     0.174     0.207     0.26     0.34     0.47     0.087     0.094     0.107     0.126     0.159     0.212     0.015     0.022     0.035     0.054     0.087     0.176     0.015     0.022     0.027     0.034     0.047     0.001     0.0025     0.004     0.006     0.01     0.015     0.022     0.035     0.054     0.087     0.14     0.22     0.35     0.54     0.87     1.4     2.2     3.5     5.4     0.016     0.022     0.034     0.0005     0.00125     0.002     0.003     0.005     0.0075     0.011     0.017     0.027     0.043     0.07     0.11     0.175     0.27     0.435     0.7     1.1     1.75     2.7     0.002     0.004     0.01     0.013     -0.008     -0.006     0     0.003     -0.018     -0.016     -0.01     -0.007     -0.023     -0.023     -0.032     -0.03     -0.024     -0.037     -0.037     -0.044     -0.038     -0.051     -0.064     -0.058     -0.084     -0.078     -0.111     -0.124     -0.258     -0.38     -0.38     -0.38     -0.22     -0.22     -0.22     -0.22     -0.17     -0.17     -0.17     -0.17     0     -0.12     -0.12     -0.12     -0.12     -0.12     -0.12     -0.12     -0.072     -0.072     -0.072     -0.072     -0.072     -0.036     -0.036     -0.036     -0.036     -0.036     -0.036     0     0     0     -0.012     -0.012     -0.012     -0.012     -0.012     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.006     0.013     0.02     0.0005     0.00125     0.002     0.003     0.005     0.0075     0.011     0.017     0.027     0.043     0.07     0.11     0.175     0.27     0.435     0.7     1.1     1.75     2.7     0.013     0.018     0.025     0.038     0.023     0.028     0.035     0.048     0.033     0.038     0.045     0.058     0.047     0.052     0.059     0.072     0.066     0.073     0.086     0.086     0.093     0.106     0.125     0.106     0.113     0.126     0.139     0.146     0.159     0.178     0.168     0.181     0.2     0.213     0.232     0.265     0.28     0.293     0.312     0.345     0.389     0.639     0.054
80~100     0.38     0.38     0.38     0.22     0.22     0.22     0.22     0.17     0.17     0.17     0.17     0.17     0     0.12     0.12     0.12     0.12     0.12     0.12     0.12     0.072     0.072     0.072     0.072     0.072     0.072     0     0     0     0     0     0.036     0     0     0.012     0.012     0.012     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.006     -0.013     -0.02     -0.0005     -0.00125     -0.002     -0.003     -0.005     -0.0075     -0.011     -0.017     -0.027     -0.043     -0.07     -0.11     -0.175     -0.27     -0.435     -0.7     -1.1     -1.75     -2.7     -0.013     -0.018     -0.025     -0.041     -0.023     -0.028     -0.035     -0.051     -0.033     -0.038     -0.045     -0.061     -0.11     -0.163     -0.047     -0.052     -0.059     -0.091     -0.124     -0.066     -0.073     -0.105     -0.086     -0.093     -0.106     -0.113     -0.146     -0.178     -0.312     -0.467     -0.6     -0.92     -0.307     -0.44     -0.57     -0.76     -0.224     -0.257     -0.39     -0.52     -0.087     -0.142     -0.155     -0.174     -0.207     -0.26     -0.34     -0.47     -0.087     -0.094     -0.107     -0.126     -0.159     -0.046     -0.051     -0.058     -0.071     -0.09     -0.123     -0.01     -0.015     -0.022     -0.022     -0.027     -0.034     -0.047     -0.066     -0.001     -0.0025     -0.004     -0.006     -0.01     -0.015     -0.022     -0.035     -0.054     -0.087     -0.14     -0.22     -0.35     -0.54     -0.87     -1.4     -2.2     -3.5     -5.4     -0.009     -0.009     -0.015     -0.0005     -0.00125     -0.002     -0.003     -0.005     -0.0075     -0.011     -0.017     -0.027     -0.043     -0.07     -0.11     -0.175     -0.27     -0.435     -0.7     -1.1     -1.75     -2.7     0.003     0.003     0.003     0.003     0.013     0.013     0.013     0.013     0.023     0.023     0.023     0.023     0.037     0.037     0.037     0.037     0.051     0.051     0.051     0.071     0.071     0.071     0.071     0.091     0.091     0.091     0.124     0.124     0.124     0.124     0.146     0.146     0.178     0.178     0.178     0.178     0.258     0.258     0.258     0.258     0.335     0.585     0
100~120     0.497     0.63     0.95     0.327     0.46     0.59     0.78     0.234     0.267     0.4     0.53     0.72     0.087     0.142     0.155     0.174     0.207     0.26     0.34     0.47     0.087     0.094     0.107     0.126     0.159     0.212     0.015     0.022     0.035     0.054     0.087     0.176     0.015     0.022     0.027     0.034     0.047     0.001     0.0025     0.004     0.006     0.01     0.015     0.022     0.035     0.054     0.087     0.14     0.22     0.35     0.54     0.87     1.4     2.2     3.5     5.4     0.016     0.022     0.034     0.0005     0.00125     0.002     0.003     0.005     0.0075     0.011     0.017     0.027     0.043     0.07     0.11     0.175     0.27     0.435     0.7     1.1     1.75     2.7     0.002     0.004     0.01     0.013     -0.008     -0.006     0     0.003     -0.018     -0.016     -0.01     -0.007     -0.023     -0.023     -0.032     -0.03     -0.024     -0.037     -0.037     -0.047     -0.041     -0.054     -0.072     -0.066     -0.097     -0.091     -0.131     -0.144     -0.31     -0.41     -0.41     -0.41     -0.24     -0.24     -0.24     -0.24     -0.18     -0.18     -0.18     -0.18     0     -0.12     -0.12     -0.12     -0.12     -0.12     -0.12     -0.12     -0.072     -0.072     -0.072     -0.072     -0.072     -0.036     -0.036     -0.036     -0.036     -0.036     -0.036     0     0     0     -0.012     -0.012     -0.012     -0.012     -0.012     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.006     0.013     0.02     0.0005     0.00125     0.002     0.003     0.005     0.0075     0.011     0.017     0.027     0.043     0.07     0.11     0.175     0.27     0.435     0.7     1.1     1.75     2.7     0.013     0.018     0.025     0.038     0.023     0.028     0.035     0.048     0.033     0.038     0.045     0.058     0.047     0.052     0.059     0.072     0.069     0.076     0.089     0.094     0.101     0.114     0.133     0.119     0.126     0.139     0.159     0.166     0.179     0.198     0.194     0.207     0.232     0.245     0.264     0.297     0.332     0.345     0.364     0.397     0.454     0.744     0.054
100~120     0.41     0.41     0.42     0.24     0.24     0.24     0.24     0.18     0.18     0.18     0.18     0.18     0     0.12     0.12     0.12     0.12     0.12     0.12     0.12     0.072     0.072     0.072     0.072     0.072     0.072     0     0     0     0     0     0.036     0     0     0.012     0.012     0.012     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.006     -0.013     -0.02     -0.0005     -0.00125     -0.002     -0.003     -0.005     -0.0075     -0.011     -0.017     -0.027     -0.043     -0.07     -0.11     -0.175     -0.27     -0.435     -0.7     -1.1     -1.75     -2.7     -0.013     -0.018     -0.025     -0.041     -0.023     -0.028     -0.035     -0.051     -0.033     -0.038     -0.045     -0.061     -0.11     -0.163     -0.047     -0.052     -0.059     -0.091     -0.124     -0.069     -0.076     -0.108     -0.094     -0.101     -0.119     -0.126     -0.166     -0.198     -0.364     -0.497     -0.63     -0.95     -0.327     -0.46     -0.59     -0.78     -0.234     -0.267     -0.4     -0.53     -0.087     -0.142     -0.155     -0.174     -0.207     -0.26     -0.34     -0.47     -0.087     -0.094     -0.107     -0.126     -0.159     -0.046     -0.051     -0.058     -0.071     -0.09     -0.123     -0.01     -0.015     -0.022     -0.022     -0.027     -0.034     -0.047     -0.066     -0.001     -0.0025     -0.004     -0.006     -0.01     -0.015     -0.022     -0.035     -0.054     -0.087     -0.14     -0.22     -0.35     -0.54     -0.87     -1.4     -2.2     -3.5     -5.4     -0.009     -0.009     -0.015     -0.0005     -0.00125     -0.002     -0.003     -0.005     -0.0075     -0.011     -0.017     -0.027     -0.043     -0.07     -0.11     -0.175     -0.27     -0.435     -0.7     -1.1     -1.75     -2.7     0.003     0.003     0.003     0.003     0.013     0.013     0.013     0.013     0.023     0.023     0.023     0.023     0.037     0.037     0.037     0.037     0.054     0.054     0.054     0.079     0.079     0.079     0.079     0.104     0.104     0.104     0.144     0.144     0.144     0.144     0.172     0.172     0.21     0.21     0.21     0.21     0.31     0.31     0.31     0.31     0.4     0.69     0
120~140     0.56     0.71     1.09     0.36     0.51     0.66     0.89     0.263     0.3     0.45     0.6     0.83     0.1     0.17     0.185     0.208     0.245     0.305     0.395     0.545     0.103     0.11     0.125     0.148     0.185     0.245     0.018     0.025     0.04     0.063     0.1     0.203     0.018     0.025     0.032     0.039     0.054     0.0012     0.0035     0.005     0.008     0.012     0.018     0.025     0.04     0.063     0.1     0.16     0.25     0.4     0.63     1     1.6     2.5     4     6.3     0.018     0.026     0.041     0.0006     0.00175     0.0025     0.004     0.006     0.009     0.0125     0.02     0.031     0.05     0.08     0.125     0.2     0.315     0.5     0.8     1.25     2     3.15     0.003     0.004     0.012     0.02     -0.009     -0.008     0     0.008     -0.021     -0.02     -0.012     -0.004     -0.027     -0.027     -0.037     -0.036     -0.028     -0.043     -0.043     -0.056     -0.048     -0.063     -0.085     -0.077     -0.115     -0.107     -0.155     -0.17     -0.365     -0.46     -0.46     -0.46     -0.26     -0.26     -0.26     -0.26     -0.2     -0.2     -0.2     -0.2     0     -0.145     -0.145     -0.145     -0.145     -0.145     -0.145     -0.145     -0.085     -0.085     -0.085     -0.085     -0.085     -0.043     -0.043     -0.043     -0.043     -0.043     -0.043     0     0     0     -0.014     -0.014     -0.014     -0.014     -0.014     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.014     0.022     0.0006     0.00175     0.0025     0.004     0.006     0.009     0.0125     0.02     0.031     0.05     0.08     0.125     0.2     0.315     0.5     0.8     1.25     2     3.15     0.015     0.021     0.028     0.043     0.027     0.033     0.04     0.055     0.039     0.045     0.052     0.067     0.055     0.061     0.068     0.083     0.081     0.088     0.103     0.11     0.117     0.132     0.155     0.14     0.147     0.162     0.188     0.195     0.21     0.233     0.227     0.242     0.273     0.288     0.311     0.348     0.39     0.405     0.428     0.465     0.533     0.863     0.063
120~140     0.46     0.46     0.46     0.26     0.26     0.26     0.26     0.2     0.2     0.2     0.2     0.2     0     0.145     0.145     0.145     0.145     0.145     0.145     0.145     0.085     0.085     0.085     0.085     0.085     0.085     0     0     0     0     0     0.043     0     0     0.014     0.014     0.014     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.014     -0.022     -0.0006     -0.00175     -0.0025     -0.004     -0.006     -0.009     -0.0125     -0.02     -0.031     -0.05     -0.08     -0.125     -0.2     -0.315     -0.5     -0.8     -1.25     -2     -3.15     -0.015     -0.021     -0.028     -0.043     -0.027     -0.033     -0.04     -0.055     -0.039     -0.045     -0.052     -0.067     -0.127     -0.187     -0.055     -0.061     -0.068     -0.106     -0.143     -0.081     -0.088     -0.126     -0.11     -0.117     -0.14     -0.147     -0.195     -0.233     -0.428     -0.56     -0.71     -1.09     -0.36     -0.51     -0.66     -0.89     -0.263     -0.3     -0.45     -0.6     -0.1     -0.17     -0.185     -0.208     -0.245     -0.305     -0.395     -0.545     -0.103     -0.11     -0.125     -0.148     -0.185     -0.055     -0.061     -0.068     -0.083     -0.106     -0.143     -0.012     -0.018     -0.025     -0.026     -0.032     -0.039     -0.054     -0.077     -0.0012     -0.0035     -0.005     -0.008     -0.012     -0.018     -0.025     -0.04     -0.063     -0.1     -0.16     -0.25     -0.4     -0.63     -1     -1.6     -2.5     -4     -6.3     -0.011     -0.011     -0.018     -0.0006     -0.00175     -0.0025     -0.004     -0.006     -0.009     -0.0125     -0.02     -0.031     -0.05     -0.08     -0.125     -0.2     -0.315     -0.5     -0.8     -1.25     -2     -3.15     0.003     0.003     0.003     0.003     0.015     0.015     0.015     0.015     0.027     0.027     0.027     0.027     0.043     0.043     0.043     0.043     0.063     0.063     0.063     0.092     0.092     0.092     0.092     0.122     0.122     0.122     0.17     0.17     0.17     0.17     0.202     0.202     0.248     0.248     0.248     0.248     0.365     0.365     0.365     0.365     0.47     0.8     0
140~160     0.62     0.77     1.15     0.38     0.53     0.68     0.91     0.273     0.31     0.46     0.61     0.84     0.1     0.17     0.185     0.208     0.245     0.305     0.395     0.545     0.103     0.11     0.125     0.148     0.185     0.245     0.018     0.025     0.04     0.063     0.1     0.203     0.018     0.025     0.032     0.039     0.054     0.0012     0.0035     0.005     0.008     0.012     0.018     0.025     0.04     0.063     0.1     0.16     0.25     0.4     0.63     1     1.6     2.5     4     6.3     0.018     0.026     0.041     0.0006     0.00175     0.0025     0.004     0.006     0.009     0.0125     0.02     0.031     0.05     0.08     0.125     0.2     0.315     0.5     0.8     1.25     2     3.15     0.003     0.004     0.012     0.02     -0.009     -0.008     0     0.008     -0.021     -0.02     -0.012     -0.004     -0.027     -0.027     -0.037     -0.036     -0.028     -0.043     -0.043     -0.058     -0.05     -0.065     -0.093     -0.085     -0.127     -0.119     -0.184     -0.199     -0.415     -0.52     -0.52     -0.52     -0.28     -0.28     -0.28     -0.28     -0.21     -0.21     -0.21     -0.21     0     -0.145     -0.145     -0.145     -0.145     -0.145     -0.145     -0.145     -0.085     -0.085     -0.085     -0.085     -0.085     -0.043     -0.043     -0.043     -0.043     -0.043     -0.043     0     0     0     -0.014     -0.014     -0.014     -0.014     -0.014     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.014     0.022     0.0006     0.00175     0.0025     0.004     0.006     0.009     0.0125     0.02     0.031     0.05     0.08     0.125     0.2     0.315     0.5     0.8     1.25     2     3.15     0.015     0.021     0.028     0.043     0.027     0.033     0.04     0.055     0.039     0.045     0.052     0.067     0.055     0.061     0.068     0.083     0.083     0.09     0.105     0.118     0.125     0.14     0.163     0.152     0.159     0.174     0.217     0.224     0.239     0.262     0.253     0.268     0.305     0.32     0.343     0.38     0.44     0.455     0.478     0.515     0.598     0.963     0.063
140~160     0.52     0.52     0.52     0.28     0.28     0.28     0.28     0.21     0.21     0.21     0.21     0.21     0     0.145     0.145     0.145     0.145     0.145     0.145     0.145     0.085     0.085     0.085     0.085     0.085     0.085     0     0     0     0     0     0.043     0     0     0.014     0.014     0.014     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.014     -0.022     -0.0006     -0.00175     -0.0025     -0.004     -0.006     -0.009     -0.0125     -0.02     -0.031     -0.05     -0.08     -0.125     -0.2     -0.315     -0.5     -0.8     -1.25     -2     -3.15     -0.015     -0.021     -0.028     -0.043     -0.027     -0.033     -0.04     -0.055     -0.039     -0.045     -0.052     -0.067     -0.127     -0.187     -0.055     -0.061     -0.068     -0.106     -0.143     -0.083     -0.09     -0.128     -0.118     -0.125     -0.152     -0.159     -0.224     -0.262     -0.478     -0.62     -0.77     -1.15     -0.38     -0.53     -0.68     -0.91     -0.273     -0.31     -0.46     -0.61     -0.1     -0.17     -0.185     -0.208     -0.245     -0.305     -0.395     -0.545     -0.103     -0.11     -0.125     -0.148     -0.185     -0.055     -0.061     -0.068     -0.083     -0.106     -0.143     -0.012     -0.018     -0.025     -0.026     -0.032     -0.039     -0.054     -0.077     -0.0012     -0.0035     -0.005     -0.008     -0.012     -0.018     -0.025     -0.04     -0.063     -0.1     -0.16     -0.25     -0.4     -0.63     -1     -1.6     -2.5     -4     -6.3     -0.011     -0.011     -0.018     -0.0006     -0.00175     -0.0025     -0.004     -0.006     -0.009     -0.0125     -0.02     -0.031     -0.05     -0.08     -0.125     -0.2     -0.315     -0.5     -0.8     -1.25     -2     -3.15     0.003     0.003     0.003     0.003     0.015     0.015     0.015     0.015     0.027     0.027     0.027     0.027     0.043     0.043     0.043     0.043     0.065     0.065     0.065     0.1     0.1     0.1     0.1     0.134     0.134     0.134     0.199     0.199     0.199     0.199     0.228     0.228     0.28     0.28     0.28     0.28     0.415     0.415     0.415     0.415     0.535     0.9     0
160~180     0.68     0.83     1.21     0.41     0.56     0.71     0.94     0.293     0.33     0.48     0.63     0.86     0.1     0.17     0.185     0.208     0.245     0.305     0.395     0.545     0.103     0.11     0.125     0.148     0.185     0.245     0.018     0.025     0.04     0.063     0.1     0.203     0.018     0.025     0.032     0.039     0.054     0.0012     0.0035     0.005     0.008     0.012     0.018     0.025     0.04     0.063     0.1     0.16     0.25     0.4     0.63     1     1.6     2.5     4     6.3     0.018     0.026     0.041     0.0006     0.00175     0.0025     0.004     0.006     0.009     0.0125     0.02     0.031     0.05     0.08     0.125     0.2     0.315     0.5     0.8     1.25     2     3.15     0.003     0.004     0.012     0.02     -0.009     -0.008     0     0.008     -0.021     -0.02     -0.012     -0.004     -0.027     -0.027     -0.037     -0.036     -0.028     -0.043     -0.043     -0.061     -0.053     -0.068     -0.101     -0.093     -0.139     -0.131     -0.195     -0.21     -0.465     -0.58     -0.58     -0.58     -0.31     -0.31     -0.31     -0.31     -0.23     -0.23     -0.23     -0.23     0     -0.145     -0.145     -0.145     -0.145     -0.145     -0.145     -0.145     -0.085     -0.085     -0.085     -0.085     -0.085     -0.043     -0.043     -0.043     -0.043     -0.043     -0.043     0     0     0     -0.014     -0.014     -0.014     -0.014     -0.014     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.014     0.022     0.0006     0.00175     0.0025     0.004     0.006     0.009     0.0125     0.02     0.031     0.05     0.08     0.125     0.2     0.315     0.5     0.8     1.25     2     3.15     0.015     0.021     0.028     0.043     0.027     0.033     0.04     0.055     0.039     0.045     0.052     0.067     0.055     0.061     0.068     0.083     0.086     0.093     0.108     0.126     0.133     0.148     0.171     0.164     0.171     0.186     0.228     0.235     0.25     0.273     0.277     0.292     0.335     0.35     0.373     0.41     0.49     0.505     0.528     0.565     0.663     1.063     0.063
160~180     0.58     0.58     0.58     0.31     0.31     0.31     0.31     0.23     0.23     0.23     0.23     0.23     0     0.145     0.145     0.145     0.145     0.145     0.145     0.145     0.085     0.085     0.085     0.085     0.085     0.085     0     0     0     0     0     0.043     0     0     0.014     0.014     0.014     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.014     -0.022     -0.0006     -0.00175     -0.0025     -0.004     -0.006     -0.009     -0.0125     -0.02     -0.031     -0.05     -0.08     -0.125     -0.2     -0.315     -0.5     -0.8     -1.25     -2     -3.15     -0.015     -0.021     -0.028     -0.043     -0.027     -0.033     -0.04     -0.055     -0.039     -0.045     -0.052     -0.067     -0.127     -0.187     -0.055     -0.061     -0.068     -0.106     -0.143     -0.086     -0.093     -0.131     -0.126     -0.133     -0.164     -0.171     -0.235     -0.273     -0.528     -0.68     -0.83     -1.21     -0.41     -0.56     -0.71     -0.94     -0.293     -0.33     -0.48     -0.63     -0.1     -0.17     -0.185     -0.208     -0.245     -0.305     -0.395     -0.545     -0.103     -0.11     -0.125     -0.148     -0.185     -0.055     -0.061     -0.068     -0.083     -0.106     -0.143     -0.012     -0.018     -0.025     -0.026     -0.032     -0.039     -0.054     -0.077     -0.0012     -0.0035     -0.005     -0.008     -0.012     -0.018     -0.025     -0.04     -0.063     -0.1     -0.16     -0.25     -0.4     -0.63     -1     -1.6     -2.5     -4     -6.3     -0.011     -0.011     -0.018     -0.0006     -0.00175     -0.0025     -0.004     -0.006     -0.009     -0.0125     -0.02     -0.031     -0.05     -0.08     -0.125     -0.2     -0.315     -0.5     -0.8     -1.25     -2     -3.15     0.003     0.003     0.003     0.003     0.015     0.015     0.015     0.015     0.027     0.027     0.027     0.027     0.043     0.043     0.043     0.043     0.068     0.068     0.068     0.108     0.108     0.108     0.108     0.146     0.146     0.146     0.21     0.21     0.21     0.21     0.252     0.252     0.31     0.31     0.31     0.31     0.465     0.465     0.465     0.465     0.6     1     0
180~200     0.775     0.95     1.38     0.455     0.63     0.8     1.06     0.312     0.355     0.53     0.7     0.96     0.115     0.199     0.216     0.242     0.285     0.355     0.46     0.63     0.12     0.129     0.146     0.172     0.215     0.285     0.02     0.029     0.046     0.072     0.115     0.235     0.02     0.029     0.035     0.044     0.061     0.002     0.0045     0.007     0.01     0.014     0.02     0.029     0.046     0.072     0.115     0.185     0.29     0.46     0.72     1.15     1.85     2.9     4.6     7.2     0.022     0.03     0.047     0.001     0.00225     0.0035     0.005     0.007     0.01     0.0145     0.023     0.036     0.057     0.092     0.145     0.23     0.36     0.575     0.925     1.45     2.3     3.6     0.002     0.005     0.013     0.022     -0.011     -0.008     0     0.009     -0.025     -0.022     -0.014     -0.005     -0.031     -0.031     -0.044     -0.041     -0.033     -0.05     -0.05     -0.068     -0.06     -0.077     -0.113     -0.105     -0.157     -0.149     -0.219     -0.236     -0.52     -0.66     -0.66     -0.66     -0.34     -0.34     -0.34     -0.34     -0.24     -0.24     -0.24     -0.24     0     -0.17     -0.17     -0.17     -0.17     -0.17     -0.17     -0.17     -0.1     -0.1     -0.1     -0.1     -0.1     -0.05     -0.05     -0.05     -0.05     -0.05     -0.05     0     0     0     -0.015     -0.015     -0.015     -0.015     -0.015     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.016     0.025     0.001     0.00225     0.0035     0.005     0.007     0.01     0.0145     0.023     0.036     0.057     0.092     0.145     0.23     0.36     0.575     0.925     1.45     2.3     3.6     0.018     0.024     0.033     0.05     0.031     0.037     0.046     0.063     0.045     0.051     0.06     0.077     0.064     0.07     0.079     0.096     0.097     0.106     0.123     0.142     0.151     0.168     0.194     0.186     0.195     0.212     0.256     0.265     0.282     0.308     0.313     0.33     0.379     0.396     0.422     0.465     0.549     0.566     0.592     0.635     0.742     1.222     0.072
180~200     0.66     0.66     0.66     0.34     0.34     0.34     0.34     0.24     0.24     0.24     0.24     0.24     0     0.17     0.17     0.17     0.17     0.17     0.17     0.17     0.1     0.1     0.1     0.1     0.1     0.1     0     0     0     0     0     0.05     0     0     0.015     0.015     0.015     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.016     -0.025     -0.001     -0.00225     -0.0035     -0.005     -0.007     -0.01     -0.0145     -0.023     -0.036     -0.057     -0.092     -0.145     -0.23     -0.36     -0.575     -0.925     -1.45     -2.3     -3.6     -0.018     -0.024     -0.033     -0.05     -0.031     -0.037     -0.046     -0.063     -0.045     -0.051     -0.06     -0.077     -0.146     -0.216     -0.064     -0.07     -0.079     -0.122     -0.165     -0.097     -0.106     -0.149     -0.142     -0.151     -0.186     -0.195     -0.265     -0.308     -0.592     -0.775     -0.95     -1.38     -0.455     -0.63     -0.8     -1.06     -0.312     -0.355     -0.53     -0.7     -0.115     -0.199     -0.216     -0.242     -0.285     -0.355     -0.46     -0.63     -0.12     -0.129     -0.146     -0.172     -0.215     -0.064     -0.07     -0.079     -0.096     -0.122     -0.165     -0.014     -0.02     -0.029     -0.029     -0.035     -0.044     -0.061     -0.087     -0.002     -0.0045     -0.007     -0.01     -0.014     -0.02     -0.029     -0.046     -0.072     -0.115     -0.185     -0.29     -0.46     -0.72     -1.15     -1.85     -2.9     -4.6     -7.2     -0.013     -0.013     -0.021     -0.001     -0.00225     -0.0035     -0.005     -0.007     -0.01     -0.0145     -0.023     -0.036     -0.057     -0.092     -0.145     -0.23     -0.36     -0.575     -0.925     -1.45     -2.3     -3.6     0.004     0.004     0.004     0.004     0.017     0.017     0.017     0.017     0.031     0.031     0.031     0.031     0.05     0.05     0.05     0.05     0.077     0.077     0.077     0.122     0.122     0.122     0.122     0.166     0.166     0.166     0.236     0.236     0.236     0.236     0.284     0.284     0.35     0.35     0.35     0.35     0.52     0.52     0.52     0.52     0.67     1.15     0
200~225     0.855     1.03     1.46     0.495     0.67     0.84     1.1     0.332     0.375     0.55     0.72     0.98     0.115     0.199     0.216     0.242     0.285     0.355     0.46     0.63     0.12     0.129     0.146     0.172     0.215     0.285     0.02     0.029     0.046     0.072     0.115     0.235     0.02     0.029     0.035     0.044     0.061     0.002     0.0045     0.007     0.01     0.014     0.02     0.029     0.046     0.072     0.115     0.185     0.29     0.46     0.72     1.15     1.85     2.9     4.6     7.2     0.022     0.03     0.047     0.001     0.00225     0.0035     0.005     0.007     0.01     0.0145     0.023     0.036     0.057     0.092     0.145     0.23     0.36     0.575     0.925     1.45     2.3     3.6     0.002     0.005     0.013     0.022     -0.011     -0.008     0     0.009     -0.025     -0.022     -0.014     -0.005     -0.031     -0.031     -0.044     -0.041     -0.033     -0.05     -0.05     -0.071     -0.063     -0.08     -0.121     -0.113     -0.171     -0.163     -0.241     -0.258     -0.575     -0.74     -0.74     -0.74     -0.38     -0.38     -0.38     -0.38     -0.26     -0.26     -0.26     -0.26     0     -0.17     -0.17     -0.17     -0.17     -0.17     -0.17     -0.17     -0.1     -0.1     -0.1     -0.1     -0.1     -0.05     -0.05     -0.05     -0.05     -0.05     -0.05     0     0     0     -0.015     -0.015     -0.015     -0.015     -0.015     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.016     0.025     0.001     0.00225     0.0035     0.005     0.007     0.01     0.0145     0.023     0.036     0.057     0.092     0.145     0.23     0.36     0.575     0.925     1.45     2.3     3.6     0.018     0.024     0.033     0.05     0.031     0.037     0.046     0.063     0.045     0.051     0.06     0.077     0.064     0.07     0.079     0.096     0.1     0.109     0.126     0.15     0.159     0.176     0.202     0.2     0.209     0.226     0.278     0.287     0.304     0.33     0.339     0.356     0.414     0.431     0.457     0.5     0.604     0.621     0.647     0.69     0.812     1.322     0.072
